pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 109833 c,HD 109833,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,1.390.014.800,5.700,-5.700,0,,,,,2.590,196,-175,0,231,17,-16,0,,,,,,,,,,300.000,210.000,-190.000,0,,,,,,,,,0,,,,,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,5881.00,50.00,-50.00,0,1.00,0.04,-0.04,0,01.08,0.05,-0.05,0,-70,80,-80,0,[M/H],4.45,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m06.21s,1.897.758.591,-74d34m26.47s,-745.740.205,795.561.000,1.488.000,-1.483.000,92.900.000,300.000,-300.000,78.200.000,260.000,-260.000,91.365.700,4.020,-4.020,2022-12-17,2022-12,2022-12-17
HD 110082 b,HD 110082,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>,1.018.271.000,4.000,-4.000,0,113.000,9.000,-13.000,0,3.200,100,-100,0,285,9,-9,0,,,,,,,,,,200.000,200.000,-100.000,0,,,,,,,,,0,,,,,<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>,F8 V,6200.00,100.00,-100.00,0,1.19,0.06,-0.06,0,1.21,0.06,-0.06,0,80,50,-50,0,[Fe/H],4.20,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h50m21.43s,1.925.892.855,-88d07m16.00s,-881.211.107,1.050.960.000,2.660.000,-2.660.000,92.300.000,300.000,-300.000,80.020.000,310.000,-310.000,91.152.300,3.400,-3.400,2021-02-25,2021-04,2021-03-04
HD 110113 b,HD 110113,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>,254.100.000,50.000,-100.000,0,35.000,1.000,-1.000,0,2.050,120,-120,0,183,11,-11,0,455.000,62.000,-62.000,0,1.432,195,-195,0,Mass,93.000,79.000,-64.000,0,735.49,29.39,-29.39,0,1371,14,-14,0,0,,,,,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>,G,5732.00,50.00,-50.00,0,0.97,0.02,-0.02,0,1.00,0.06,-0.06,0,140,20,-20,0,[Fe/H],4.46,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h40m08.78s,1.900.365.636,-44d18m43.48s,-443.120.777,1.063.070.000,7.240.000,-7.150.000,100.900.000,300.000,-300.000,85.020.000,240.000,-240.000,99.103.600,4.520,-4.520,2021-02-05,2021-04,2021-02-11
HD 135694 b,HD 135694,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,1.592.347.557,1.974,-2.042,0,124.695,4.820,-5.226,0,2.857,227,-206,0,255,20,-18,0,,,,,,,,,,,,,,71.80,11.18,-9.60,0,,,,,0,,,,,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,,5712.00,106.00,-106.00,0,01.08,0.05,-0.05,0,01.02,0.12,-0.12,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h11m28.29s,2.278.678.636,+71d50m28.67s,718.412.965,738.713.000,1.439.000,-1.434.000,90.800.000,300.000,-300.000,75.020.000,230.000,-230.000,89.130.700,1.960,-1.960,2024-12-10,2024-11,2024-12-10
HD 1397 b,HD 1397,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,1.153.533.000,79.000,-80.000,0,109.700,1.100,-1.300,0,11.500,280,-303,0,1.026,25,-27,0,13.189.945,635.660,-635.660,0,41.500,2.000,-2.000,0,Mass,251.000,20.000,-19.000,0,356.00,12.00,-12.00,0,1228,10,-10,0,0,203.700,2.700,-2.300,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,,5521.00,60.00,-60.00,0,2.34,0.05,-0.06,0,1.32,0.04,-0.05,0,290,90,-90,0,[Fe/H],3.82,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h17m47.32s,44.471.631,-66d21m32.14s,-663.589.285,795.702.000,1.738.000,-1.731.000,77.900.000,300.000,-300.000,59.880.000,180.000,-180.000,75.933.600,2.780,-2.780,2019-07-19,2019-03,2019-07-25
HD 152843 b,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,1.162.640.000,220.000,-250.000,0,105.300,3.000,-3.100,0,3.410,140,-120,0,304,12,-11,0,1.156.000,658.000,-614.000,0,3.637,2.070,-1.932,0,Mass,140.000,250.000,-100.000,0,255.70,21.60,-19.70,0,,,,,0,,,,,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,G0,6310.00,100.00,-100.00,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-160,50,-50,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m08.37s,2.537.848.853,+20d29m29.49s,204.915.240,1.078.980.000,3.180.000,-3.160.000,88.550.000,20.000,-20.000,76.290.000,200.000,-200.000,87.641.200,2.370,-2.370,2021-06-11,2021-05,2021-06-11
HD 152843 c,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,2.438.000.000,623.000.000,-340.000.000,0,,,,,5.830,140,-140,0,520,12,-12,0,2.750.000,,,1,8.652,,,1,Mass,115.000,173.000,-80.000,0,,,,,,,,,0,,,,,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,G0,6310.00,100.00,-100.00,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-160,50,-50,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m08.37s,2.537.848.853,+20d29m29.49s,204.915.240,1.078.980.000,3.180.000,-3.160.000,88.550.000,20.000,-20.000,76.290.000,200.000,-200.000,87.641.200,2.370,-2.370,2021-06-11,2021-05,2021-06-11
HD 15337 b,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ROS_AMP_AACUTE_RIO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.282R/abstract target=ref>Ros&aacute;rio et al. 2024</a>,475.598.040,620,-370,0,,,,,1.770,32,-30,0,158,3,-3,0,651.900,40.900,-40.000,0,2.051,129,-126,0,Mass,58.000,22.000,-16.000,0,,,,,,,,,0,,,,,<a refstr=ROS_AMP_AACUTE_RIO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.282R/abstract target=ref>Ros&aacute;rio et al. 2024</a>,,5131.00,74.00,-74.00,0,0.85,0.01,-0.01,0,0.83,0.04,-0.04,0,30,40,-40,0,[Fe/H],4.48,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,368.678.846,-27d38m10.02s,-276.361.171,448.155.000,707.000,-704.000,91.000.000,300.000,-300.000,70.440.000,180.000,-180.000,88.559.800,1.780,-1.780,2025-02-12,2024-06,2025-02-12
HD 15337 c,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ROS_AMP_AACUTE_RIO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.282R/abstract target=ref>Ros&aacute;rio et al. 2024</a>,1.718.054.600,2.100,-2.600,0,,,,,2.526,86,-75,0,225,8,-7,0,679.200,130.200,-114.300,0,2.137,410,-360,0,Mass,96.000,59.000,-45.000,0,,,,,,,,,0,,,,,<a refstr=ROS_AMP_AACUTE_RIO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A.282R/abstract target=ref>Ros&aacute;rio et al. 2024</a>,,5131.00,74.00,-74.00,0,0.85,0.01,-0.01,0,0.83,0.04,-0.04,0,30,40,-40,0,[Fe/H],4.48,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,368.678.846,-27d38m10.02s,-276.361.171,448.155.000,707.000,-704.000,91.000.000,300.000,-300.000,70.440.000,180.000,-180.000,88.559.800,1.780,-1.780,2025-02-12,2024-06,2025-02-12
HD 15906 b,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,1.092.470.900,3.200,-3.200,0,90.000,1.000,-1.000,0,2.240,80,-80,0,200,7,-7,0,,,,,,,,,,110.000,40.000,-30.000,0,33.14,2.60,-2.45,0,668,13,-13,0,0,72.900,5.400,-5.300,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,K V,4757.00,89.00,-89.00,0,0.76,0.01,-0.01,0,0.79,0.02,-0.04,0,20,40,-40,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,382.712.534,-10d21m07.84s,-103.521.780,455.621.000,883.000,-880.000,97.800.000,300.000,-300.000,74.590.000,230.000,-230.000,94.772.800,5.120,-5.120,2023-06-27,2023-08,2023-06-27
HD 15906 c,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,2.158.329.800,5.200,-5.500,0,141.000,2.000,-1.000,0,2.930,70,-60,0,261,6,-5,0,,,,,,,,,,40.000,10.000,-10.000,0,13.37,01.05,-0.99,0,532,10,-10,0,0,124.300,5.400,-5.100,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,K V,4757.00,89.00,-89.00,0,0.76,0.01,-0.01,0,0.79,0.02,-0.04,0,20,40,-40,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,382.712.534,-10d21m07.84s,-103.521.780,455.621.000,883.000,-880.000,97.800.000,300.000,-300.000,74.590.000,230.000,-230.000,94.772.800,5.120,-5.120,2023-06-27,2023-08,2023-06-27
HD 183579 b,HD 183579,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671L...8B/abstract target=ref>Bonfanti et al. 2023</a>,1.747.129.100,2.700,-2.800,0,132.200,2.100,-2.200,0,3.490,70,-64,0,311,6,-6,0,2.040.000,260.000,-250.000,0,6.419,818,-787,0,Mass,61.000,61.000,-42.000,0,,,,,752,10,-10,0,0,110.600,4.200,-3.500,0,<a refstr=BONFANTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671L...8B/abstract target=ref>Bonfanti et al. 2023</a>,,5784.00,61.00,-61.00,0,0.96,0.01,-0.01,0,1.00,0.05,-0.05,0,-38,40,-40,0,[Fe/H],4.45,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m08.79s,2.932.866.147,-54d31m57.82s,-545.327.284,572.651.000,1.875.000,-1.864.000,86.700.000,300.000,-300.000,71.500.000,270.000,-270.000,85.154.900,2.590,-2.590,2024-08-29,2023-03,2024-08-29
HD 18599 b,HD 18599,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,413.743.540,360,-370,0,48.000,400,-400,0,2.600,150,-130,0,232,13,-12,0,2.410.000,710.000,-770.000,0,7.583,2.234,-2.423,0,Mass,340.000,70.000,-90.000,0,,,,,,,,,0,,,,,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,K2 V,5145.00,50.00,-50.00,0,0.77,0.02,-0.02,0,0.86,0.02,-0.02,0,0,80,-80,0,[Fe/H],4.54,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h57m02.88s,442.620.144,-56d11m30.73s,-561.918.694,385.653.000,366.000,-366.000,89.900.000,300.000,-300.000,68.830.000,200.000,-200.000,87.311.700,6.510,-6.510,2022-11-07,2022-10,2022-11-07
HD 191939 b,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,888.032.560,470,-470,0,80.400,2.500,-2.300,0,3.410,75,-75,0,304,7,-7,0,1.000.000,70.000,-70.000,0,3.146,220,-220,0,Mass,31.000,10.000,-11.000,0,100.00,7.00,-7.00,0,880,20,-20,0,0,,,,,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.00,100.00,-100.00,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-150,60,-60,0,[Fe/H],4.30,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,3.020.256.247,+66d51m01.09s,668.503.014,536.089.000,733.000,-731.000,89.700.000,300.000,-300.000,71.800.000,210.000,-210.000,87.747.600,2.380,-2.380,2022-11-14,2022-11,2022-11-14
HD 191939 c,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,2.857.974.300,4.500,-4.500,0,175.200,5.500,-5.000,0,3.195,75,-75,0,285,7,-7,0,800.000,100.000,-100.000,0,2.517,315,-315,0,Mass,34.000,34.000,-13.000,0,21.00,1.40,-1.40,0,600,13,-13,0,0,,,,,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.00,100.00,-100.00,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-150,60,-60,0,[Fe/H],4.30,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,3.020.256.247,+66d51m01.09s,668.503.014,536.089.000,733.000,-731.000,89.700.000,300.000,-300.000,71.800.000,210.000,-210.000,87.747.600,2.380,-2.380,2022-11-14,2022-11,2022-11-14
HD 191939 d,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,3.835.303.700,6.000,-6.000,0,213.200,6.500,-6.100,0,2.995,70,-70,0,267,6,-6,0,280.000,60.000,-60.000,0,881,189,-189,0,Mass,31.000,18.000,-12.000,0,14.30,1.00,-1.00,0,540,11,-11,0,0,,,,,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348.00,100.00,-100.00,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-150,60,-60,0,[Fe/H],4.30,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,3.020.256.247,+66d51m01.09s,668.503.014,536.089.000,733.000,-731.000,89.700.000,300.000,-300.000,71.800.000,210.000,-210.000,87.747.600,2.380,-2.380,2022-11-14,2022-11,2022-11-14
HD 202772 A b,HD 202772 A,1,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,330.895.800,8.300,-8.300,0,52.080,640,-680,0,17.318,583,-673,0,1.545,52,-60,0,32.323.311,2.224.810,-2.161.244,0,101.700,7.000,-6.800,0,Mass,38.000,42.000,-27.000,0,3440.00,184.00,-191.00,0,2132,28,-30,0,0,375.500,10.000,-9.900,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,,6272.00,77.00,-71.00,0,2.59,0.08,-0.09,0,1.72,0.06,-0.07,0,300,60,-60,0,[Fe/H],3.85,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h18m47.90s,3.196.995.877,-26d36m58.95s,-266.163.743,1.614.980.000,24.590.000,-23.880.000,83.240.000,20.000,-20.000,69.590.000,240.000,-240.000,82.268.800,7.350,-7.350,2019-01-28,2019-02,2019-01-31
HD 20329 b,HD 20329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,92.611.800,5.000,-4.300,0,18.000,300,-300,0,1.720,70,-70,0,153,6,-6,0,742.000,109.000,-109.000,0,2.335,343,-343,0,Mass,0,,,0,3474.00,124.00,-124.00,0,2141,27,-27,0,0,,,,,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,,5596.00,50.00,-50.00,0,1.13,0.02,-0.02,0,0.90,0.05,-0.05,0,-70,60,-60,0,[Fe/H],4.40,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h16m42.75s,491.781.240,+15d39m22.88s,156.563.542,636.796.000,2.863.000,-2.838.000,87.600.000,120.000,-120.000,71.160.000,240.000,-240.000,85.908.900,2.720,-2.720,2022-11-29,2022-11,2022-11-29
HD 207496 b,HD 207496,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,644.100.800,1.100,-1.100,0,62.900,1.100,-1.100,0,2.250,120,-100,0,201,11,-9,0,610.000,160.000,-160.000,0,1.919,503,-503,0,Mass,231.000,42.000,-49.000,0,72.90,8.50,-7.50,0,743,26,-26,0,0,,,,,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,K2.5 V,4819.00,94.00,-94.00,0,0.77,0.03,-0.03,0,0.80,0.04,-0.04,0,95,38,-38,0,[Fe/H],4.51,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h54m52.36s,3.287.181.708,-77d20m19.69s,-773.388.025,236.060.000,179.000,-179.000,82.300.000,300.000,-300.000,59.670.000,260.000,-260.000,79.725.500,5.140,-5.140,2023-05-26,2023-05,2023-05-26
HD 207897 b,HD 207897,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,1.620.166.000,1.600,-1.600,0,117.000,2.000,-2.000,0,2.343,124,-92,0,209,11,-8,0,1.480.000,150.000,-140.000,0,4.657,472,-440,0,Mass,0,,,0,,,,,582,15,-13,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5106.00,67.00,-63.00,0,0.78,0.03,-0.03,0,0.82,0.02,-0.03,0,-30,60,-59,0,[Fe/H],4.56,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m48.39s,3.252.016.451,+84d20m01.54s,843.337.613,282.938.000,312.000,-312.000,83.700.000,300.000,-300.000,63.120.000,260.000,-260.000,81.303.700,3.570,-3.570,2024-07-22,2024-06,2024-07-22
HD 213885 b,HD 213885,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,100.803.500,2.100,-2.000,0,20.120,150,-120,0,1.745,51,-52,0,156,5,-5,0,883.000,66.000,-65.000,0,2.778,208,-205,0,Mass,0,,,0,,,,,2128,13,-14,0,0,20.000,,,0,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,G,5978.00,50.00,-50.00,0,1.10,0.01,-0.01,0,01.07,0.02,-0.02,0,-40,30,-30,0,[Fe/H],4.38,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m56.09s,3.389.837.166,-59d51m53.38s,-598.648.290,480.883.000,991.000,-987.000,79.500.000,300.000,-300.000,64.190.000,240.000,-240.000,78.017.300,2.470,-2.470,2019-12-02,2020-01,2019-12-05
HD 21520 b,HD 21520,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2039N/abstract target=ref>Nies et al. 2024</a>,2.512.920.000,8.900,-7.300,0,172.600,7.100,-7.100,0,2.697,90,-90,0,241,8,-8,0,1.770.000,,,1,5.569,,,1,Mass,0,,,0,,,,,637,13,-12,0,0,,,,,<a refstr=NIES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2039N/abstract target=ref>Nies et al. 2024</a>,,5871.00,62.00,-62.00,0,01.04,0.02,-0.02,0,01.09,0.07,-0.07,0,49,42,-42,0,[Fe/H],4.42,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h26m33.68s,516.403.449,-43d36m49.19s,-436.136.649,792.080.000,1.598.000,-1.592.000,91.700.000,300.000,-300.000,77.070.000,160.000,-160.000,90.179.600,1.810,-1.810,2024-09-13,2024-09,2024-09-13
