_RAJ2000	_DEJ2000	HIP	Vmag	RAICRS	DEICRS	Plx	B-V	Survey	Chart	Notes	SpType
174.9211755231	48.7926623247	56885	10.21	174.92119445	48.79271429	3.91	0.695	 	 	 	G0
315.4257868874	62.1216864992	103772	9.11	315.42577488	62.12171027	2.32	0.536	 	 	 	A5
310.7821026069	-21.962597479	102251	9.11	310.78211613	-21.96260567	3.76	1.122	 	 	 	K0III
243.3091887959	53.7150943928	79485	10.24	243.30922962	53.71507524	3.54	0.486	 	 	 	F5
204.3698681923	35.7177629329	66459	9.06	204.36891163	35.71790527	91.72	1.391	 	 	 	M9
96.1108162817	-63.4289291844	30480	6.45	96.11071103	-63.42864724	31.46	0.66	S	 	 	G3III/IV
152.7382932586	-16.9308141179	49867	7.12	152.73838485	-16.93080617	3.11	1.43	S	 	 	K4III
75.1908762492	-47.6038456624	23308	7.77	75.19083793	-47.60380602	2.73	1.502	S	 	 	K4III
45.9034143625	-59.7377752277	14240	5.12	45.90376552	-59.73761994	23.67	0.349	S	 	 	F0IV
111.6620165253	-69.5763941843	36138	7.78	111.66270364	-69.57646246	9.59	0.529	S	 	 	F6V
280.9635402568	8.6250590279	91881	7.13	280.96352826	8.62511933	9.51	0.516	S	 	 	F8
75.9065046152	-28.9694901179	23534	9.46	75.90652309	-28.96937892	7.59	0.8	 	 	 	G6V
305.5785174931	73.2301910463	100458	8.45	305.57835988	73.23012897	6.99	0.288	 	 	 	A5
112.9190913555	-26.9014073768	36605	8.72	112.91910531	-26.90141654	2.06	-0.155	 	 	 	B9III
184.7978734326	-61.1363424676	60078	7.78	184.79794201	-61.13633136	1.57	0.04	S	 	 	B9IV
186.3230508812	-65.7698530893	60601	6.29	186.32342553	-65.76961193	20.87	0.965	S	 	 	G8/K0IV
225.8043149421	17.975652981	73646	7.21	225.80429289	17.97565879	6.44	1.061	S	 	 	K0
68.803717227	-29.6363279061	21374	9.84	68.80369947	-29.63636942	4.0	0.186	 	 	 	A4IV
97.0848001657	-0.7293708283	30806	7.73	97.08483038	-0.72939037	7.67	0.5	S	 	P	F5
203.0196230154	-11.2563847419	66018	8.85	203.01970331	-11.25618811	17.34	0.668	 	 	 	G0
241.9005066508	-2.6501825136	79003	8.7	241.90061006	-2.65023059	8.35	0.584	 	 	 	F5...
78.3845738376	38.1096847343	24352	9.41	78.38457739	38.10968996	0.51	0.198	 	G	 	B8
277.3977936409	26.0556945319	90635	7.94	277.39777849	26.05567465	6.9	0.284	S	 	 	A2
116.1234113016	35.1738032068	37744	10.17	116.12340812	35.17380187	5.08	0.589	 	G	 	F8
119.4783707781	-40.7843522857	38925	6.46	119.47829592	-40.78436106	5.69	0.979	S	 	 	K0III
130.9580485985	-17.0205575634	42844	8.36	130.95792824	-17.02022256	12.09	0.574	 	 	 	F8/G0V
52.653975299	-47.3751254157	16339	5.98	52.65374344	-47.3751741	8.81	0.116	S	 	P	A2V
157.3909024218	-66.4604976882	51374	8.92	157.39093492	-66.4605034	1.03	-0.001	 	 	 	B7V
150.5839928247	8.6708154215	49185	9.2	150.58402373	8.67081005	0.67	0.961	 	 	 	K0
126.6415399679	-39.2730599996	41384	9.49	126.64155912	-39.27309026	4.59	0.838	 	G	 	K0
25.3704707091	24.1835153849	7889	8.88	25.37044633	24.18356193	8.42	0.409	 	 	 	F3Vws
110.8841310143	-34.5179784608	35856	7.48	110.88405886	-34.51789344	4.08	1.067	 	 	 	K1III
274.6694995111	-6.7010353334	89728	9.28	274.66965807	-6.70100658	33.57	1.06	 	 	 	K3V
98.4240428759	39.4461266756	31288	7.05	98.42402525	39.44622312	4.86	1.483	S	 	 	K2
182.9947648303	11.2921660489	59480	8.38	182.99480875	11.29215691	2.38	1.04	S	 	 	K0
108.9792846633	-42.1402114292	35147	7.6	108.97932662	-42.1402317	5.68	-0.066	S	 	 	B9V
202.6053061534	-58.6643556765	65891	6.75	202.60542365	-58.66433368	7.02	1.003	S	 	 	K0III
25.3464329882	-52.545064208	7881	12.81	25.3446873	-52.54453295	8.98	1.6	 	G	G	M
14.4913643429	-20.6761584858	4525	7.75	14.49142186	-20.67606559	14.44	0.418	S	 	 	F0/F2V
204.1902169142	79.353807279	66393	7.47	204.19105208	79.35377386	2.82	1.42	S	 	 	K5
166.294735894	20.80491883	54191	8.36	166.29468033	20.80489783	12.63	0.664	S	 	 	G0
93.2645842929	-80.3095928547	29515	9.04	93.26495265	-80.3096534	11.76	0.556	 	 	 	F8V
313.0061255284	-5.9330335354	102995	8.29	313.00611375	-5.9330164	3.94	1.004	S	 	 	G5
291.7200768154	45.8360498011	95614	8.04	291.72007542	45.83600119	3.06	1.121	S	 	 	G5
262.6687513421	-17.8794232786	85689	9.03	262.66875977	-17.87942323	3.92	0.591	 	 	 	F3V
146.0503968584	-27.7694710921	47758	4.78	146.05054261	-27.76956287	8.49	0.516	S	 	 	A7V+...
38.3899572589	-62.5867022722	11900	6.79	38.38984476	-62.5867503	3.12	-0.048	S	 	 	B9V
179.4483343992	-10.1575991044	58336	7.41	179.44836245	-10.15757966	5.81	1.125	S	 	 	K2
206.6162349555	-65.8471096927	67217	8.83	206.61635067	-65.84708529	1.81	0.962	 	 	 	K1/K2III+..
28.2820308177	-59.4125659578	8799	8.76	28.28155837	-59.41278466	16.32	0.727	S	 	 	G5V
288.1856739412	8.6105134879	94395	7.76	288.18565811	8.61051429	4.66	0.15	S	 	 	A0
239.9610553689	-80.1780357229	78347	8.53	239.96087228	-80.17802865	4.28	0.383	 	 	 	Fm...
211.863211327	41.5838439854	68990	9.92	211.86403549	41.58344528	15.0	0.68	 	 	 	G5
29.5341260335	-39.3408022745	9179	8.48	29.53396104	-39.34084216	3.32	1.056	 	 	 	K0/K1III
243.8885992666	-12.6800349869	79667	7.48	243.88859685	-12.68003873	10.68	0.155	S	 	 	A1V
182.735660594	-10.3845336451	59377	9.59	182.73542125	-10.38396735	9.23	0.829	 	 	 	G5
242.8845198472	74.6530418043	79340	8.83	242.8845395	74.65309078	0.44	1.474	 	 	 	M2
113.1051639182	-78.0859314564	36658	8.14	113.10517993	-78.08598313	8.89	0.589	S	 	 	F8V
5.9320334785	-49.3577637004	1880	7.7	5.93202706	-49.35773869	1.75	1.636	S	 	P	M2III
223.9682555401	72.8031656125	73063	8.56	223.96836085	72.8030803	3.85	1.104	 	 	 	K2
47.517628427	76.0977454191	14712	7.69	47.51790753	76.09776902	8.54	0.294	S	 	 	A0
129.0479389488	7.7235744957	42194	7.94	129.0479142	7.72362352	0.91	1.173	 	 	 	K0
215.6544563305	-58.4591169475	70264	4.76	215.65467485	-58.45915834	11.56	0.795	S	 	 	G8/K1 + F/G
47.6783874718	-39.0515494087	14773	7.0	47.67844794	-39.05157369	8.08	0.166	S	 	 	A4III/IV
283.0311511325	11.7983427103	92600	8.47	283.03123409	11.79832137	4.67	0.494	 	 	 	F5
174.2484385353	56.9956561262	56653	8.67	174.24852586	56.99565197	1.83	1.123	 	 	 	K5
32.1702893433	42.1630375836	9991	7.71	32.16999436	42.16320065	13.13	0.403	S	 	 	F0
226.1667334919	-11.6649403114	73760	8.4	226.16681085	-11.66491936	0.19	0.271	S	 	 	A2
258.2295588409	42.3317527903	84223	10.07	258.23289668	42.33261362	41.97	1.28	 	 	 	M1V:
70.0591419749	-38.807026606	21753	7.43	70.05918717	-38.80701054	4.22	1.216	S	 	 	K2III
190.1828948387	-26.8307426946	61870	8.7	190.18288743	-26.83072308	2.95	1.0	 	 	 	G6/G8III/IV
99.6333714065	67.086867703	31753	8.78	99.63343371	67.08691121	4.94	0.259	 	 	 	A2
231.5371654232	18.1711808522	75560	7.87	231.5371336	18.17119738	6.33	0.606	S	 	 	F8
180.8203915461	39.5045589232	58775	9.9	180.82053935	39.50466859	5.57	0.633	 	 	 	F8
311.930543559	43.2701076272	102622	8.31	311.93052313	43.27008828	0.77	0.16	 	 	 	A3
263.3614466281	-3.4360683529	85917	9.07	263.36146265	-3.43602628	5.41	0.284	 	 	 	A0
274.5132953455	-27.0426412283	89678	4.66	274.51328312	-27.04263452	4.66	1.629	S	 	 	K3III
57.7573963915	-6.0620343617	18015	9.27	57.75740106	-6.06202182	2.57	0.37	 	 	 	F0
232.3516867853	-19.4046637706	75830	8.73	232.35169632	-19.40464559	1.52	-0.026	 	 	 	Asp...
253.051728434	-62.7372189599	82533	7.8	253.05173634	-62.73708788	9.94	0.481	S	 	 	F3V
209.9230024224	42.0498065297	68369	7.8	209.9229855	42.04973687	10.4	0.916	S	 	 	K0
204.8552081729	14.7304154522	66626	9.23	204.85519425	14.73043198	2.66	0.337	 	 	 	F0
224.6522009734	-39.9071723757	73279	6.17	224.65244058	-39.90697956	8.92	1.216	S	 	 	K1III
186.6325258843	-13.7949249061	60711	8.34	186.63260855	-13.79491742	5.14	0.423	S	 	 	F3IV/V
46.3960423902	44.4098335265	14385	7.59	46.39609751	44.40984128	6.55	0.081	S	 	 	A0
67.956851202	25.8852104303	21134	9.74	67.95683094	25.88531159	8.34	0.58	 	G	 	G0
280.3522540549	-62.0099442403	91651	8.83	280.35211728	-62.00984748	3.57	1.132	 	 	 	K0III
269.2857318732	36.8603900099	87882	7.32	269.2857268	36.86023968	15.43	0.355	S	 	 	F0
98.7654364773	38.7551877185	31417	9.4	98.76546724	38.75520709	6.77	0.362	 	 	 	F2
206.8648239725	75.5856283419	67293	8.25	206.86556847	75.5855301	10.63	0.462	S	 	 	F5
226.8384847249	10.5291052094	74001	7.63	226.83890329	10.52939605	12.7	0.903	S	 	 	K0
177.5149635636	42.720125745	57705	8.33	177.51516653	42.7202297	9.97	0.46	S	 	 	F5
261.6799846099	31.0771916858	85378	8.48	261.68101118	31.07701161	14.51	0.626	 	 	 	G1V
257.6528830298	-10.8770206674	84026	8.75	257.65293503	-10.8769504	9.56	0.519	 	 	 	F5
2.4879743389	4.1661043393	806	8.5	2.48796018	4.16612269	1.7	1.166	 	 	 	K5
153.7091901614	-41.7260744691	50196	6.54	153.70956028	-41.72615181	12.37	0.176	S	 	 	A0IV
146.1935406186	-75.8991514461	47810	8.68	146.19412454	-75.89922186	5.71	0.69	S	 	 	F7IV:+...
275.4566849734	44.6776265574	90003	8.57	275.45664816	44.67769804	7.55	0.531	 	 	 	G0
86.504808631	-61.2298345842	27206	7.41	86.50480045	-61.22989598	2.97	1.288	S	 	 	K2IIICN...
30.6517799184	59.6880995469	9538	8.08	30.65178955	59.68810154	2.94	0.221	 	 	P	B1:V:pe
141.5173446946	-59.7440807992	46274	7.26	141.5173733	-59.74408882	2.61	1.326	S	 	 	K1IIICN...
72.7057045224	-0.0949679868	22526	7.27	72.70567013	-0.09485115	7.13	1.075	S	 	 	K1III
143.995916843	-20.5528871651	47102	8.76	143.99592977	-20.55290712	2.71	1.444	 	 	 	M3/M4III
77.5965107886	45.4684960247	24081	8.98	77.59651065	45.46849549	3.54	0.127	 	 	 	A0
299.2222980315	35.5369274396	98157	8.21	299.22225281	35.53683695	6.76	0.326	 	 	 	Am
86.3128470397	-55.7247621425	27139	8.2	86.31293422	-55.72469958	11.21	0.489	S	 	 	F5V
135.2952813257	-82.1149914007	44288	8.5	135.29585076	-82.11505829	1.96	1.244	 	 	 	K2III
127.4047264826	-41.5248533493	41656	8.1	127.40475911	-41.5248752	1.27	-0.032	 	 	 	B9III
170.7634024009	4.827998974	55575	9.64	170.76334847	4.82832129	13.38	0.65	 	 	 	G0
59.1509067433	69.8488482612	18448	9.33	59.14955148	69.84924819	6.49	0.932	 	 	 	K0
154.1946425009	24.4456567786	50342	8.19	154.19466378	24.44572673	1.19	1.111	 	 	 	K0
180.0412643169	36.7298150425	58530	7.49	180.04130641	36.72980848	5.47	0.11	S	 	 	Am
83.0590354698	29.1953920264	25948	7.94	83.05908038	29.19546995	7.14	0.438	 	 	 	F5
251.1655974406	-53.1523131092	81966	5.96	251.16564097	-53.15228963	4.74	1.23	S	 	 	G8III
248.6404576614	-8.1493396574	81159	7.64	248.64046186	-8.14929914	3.12	1.687	S	 	 	K2
231.5015554694	-62.3955539925	75544	8.87	231.50155762	-62.39553868	1.35	1.172	 	 	 	K0III
176.6478699781	-38.1501455683	57447	9.1	176.64786766	-38.15012136	7.57	0.454	 	 	 	F3V
98.1012420812	-51.1709549951	31170	9.1	98.10126503	-51.1709487	5.91	0.352	 	 	 	F0V
190.9042664573	2.1633641756	62100	8.67	190.90430749	2.16338362	4.11	0.7	S	 	 	F8
36.7597523391	67.0627681785	11410	11.0	36.7598114	67.0631883	19.24	1.2	 	G	 	
133.0711209376	34.1027243257	43561	9.18	133.07115578	34.1027191	4.11	0.335	 	 	 	F5
173.1527943501	-32.946363341	56308	8.37	173.15283962	-32.9463604	4.04	0.01	S	 	 	A0V
275.9377928783	51.6491394124	90141	8.51	275.93760724	51.6488196	15.72	0.638	S	 	 	G5
241.9335618971	-46.525342841	79018	7.07	241.93361637	-46.5252419	6.84	0.045	S	 	 	A0V
221.4708597864	-17.6984274573	72186	7.29	221.47072546	-17.69830644	5.44	1.429	S	 	 	K4III
129.2195677473	-63.6276157371	42251	8.06	129.21959817	-63.62762806	1.29	-0.034	S	 	 	B3ne
276.3817917739	-63.0215341307	90304	6.13	276.38178872	-63.02128653	14.03	0.202	S	 	 	A3V
211.953715391	-66.1628635889	69023	9.58	211.9538975	-66.16280703	3.86	0.409	 	G	 	F0V
59.562649866	-23.9400338229	18553	9.11	59.56263149	-23.93994975	5.01	1.171	 	 	 	K1/K2III
12.2100445748	-34.9154474957	3803	9.2	12.2100524	-34.91545627	3.16	1.23	 	 	 	K2/K3III
268.8549539467	26.0499905599	87747	5.47	268.85494207	26.04997848	1.02	0.341	S	 	 	F2Iavar
306.9994402999	-42.6195990532	100941	8.18	306.99911773	-42.61930238	8.69	0.51	S	 	 	F5/F6V
116.6663249425	-50.9972645131	37948	7.35	116.66646602	-50.99738485	6.18	0.131	S	 	 	A3V
99.4224409774	61.4812329726	31676	5.94	99.42350092	61.48190031	18.82	0.899	S	 	 	G8IV-V
164.4895331229	55.4299892609	53600	8.06	164.4896648	55.42996182	1.35	0.97	S	 	 	G8III
25.607579006	-66.8427105291	7973	7.97	25.60735428	-66.84266588	7.59	0.578	S	 	 	F8IV/V
171.0918919614	-42.6691020071	55667	6.13	171.09191996	-42.66910033	1.06	-0.175	S	 	 	B2IV-V
68.5221989496	61.884273295	21292	8.38	68.52221107	61.88429517	4.3	0.306	 	 	 	A3
191.7143177083	-28.98537233	62365	8.8	191.71435383	-28.98534608	2.12	1.226	 	 	 	K1/K2III
129.0726757325	20.34150575	42201	7.47	129.07276843	20.34153725	7.11	0.142	S	 	 	Am
31.7605908838	-8.6063599598	9875	6.64	31.76045573	-8.60630763	4.5	0.932	S	 	 	G5
195.9990521771	11.2306828946	63752	7.41	195.99904903	11.23072803	5.74	1.402	S	 	P	M4.5III:
101.2652359158	45.9764665124	32341	8.35	101.26522336	45.97647762	2.02	0.083	 	 	 	A0
176.3044544728	53.9479925733	57323	8.45	176.30448966	53.94802349	3.95	0.117	S	 	 	A0
234.9384293978	44.3111881597	76704	8.21	234.93842505	44.3113355	8.89	0.771	S	 	 	G5
62.3441870325	18.9067402636	19403	8.63	62.34413141	18.90678484	2.31	1.245	 	 	 	K0
25.3970074018	-46.0074413363	7898	8.38	25.39687369	-46.00746501	2.79	0.362	S	 	 	F3V
278.8607357201	-32.8907563669	91137	6.86	278.86071514	-32.89076711	5.44	0.122	S	 	 	A0V
288.0811229434	9.3229098942	94357	9.56	288.08111016	9.32292929	1.46	0.381	 	G	 	A0
307.274505215	35.8312066551	101052	7.31	307.27451241	35.83124936	3.59	1.446	S	 	 	K2
14.1171988593	-6.7210254198	4403	8.35	14.11695537	-6.72105884	12.83	0.542	S	 	 	F5
300.0349008978	-50.2167062718	98444	6.67	300.03472241	-50.21673189	26.01	0.404	S	 	 	F2IV/V
96.3285664212	-49.6003138894	30549	8.46	96.32854167	-49.60036357	3.37	0.134	S	 	 	A5V
119.4486231401	-60.6097194429	120402	8.38	119.44866083	-60.60972637	3.6	-0.022	 	 	 	
234.6074522843	-37.5069364037	76583	9.83	234.60746454	-37.50686706	8.91	0.711	 	G	 	G3V
187.1902990225	-43.6331688047	60894	9.5	187.19035591	-43.63316652	6.82	0.606	 	 	 	G0/G1V
144.0456681063	-53.2145488112	47126	8.3	144.04570626	-53.21455953	2.48	-0.08	 	 	 	B8II
117.6690865073	38.5266145856	38289	8.82	117.6692494	38.52665661	10.74	0.492	 	 	 	F5
32.5131890157	7.7863636378	10107	10.4	32.51331793	7.78652386	8.49	0.598	 	 	 	G0
244.2496692813	-45.3713989814	79789	9.7	244.24969049	-45.37140778	12.85	0.754	 	G	 	G5V
276.960245862	46.0660656642	90488	7.79	276.96024926	46.06608156	0.56	1.553	 	 	 	K0
210.3267877114	-51.1893557392	68492	9.12	210.32684817	-51.18933926	4.46	1.216	 	 	 	K1III
116.1748586048	-23.8379920692	37771	10.1	116.17485903	-23.83799834	1.18	0.217	 	D	 	A0
61.843261692	-2.3671833029	19235	8.54	61.84314748	-2.36721823	11.87	0.535	S	 	 	F5
172.4053567719	-55.8957485378	56074	8.65	172.40531338	-55.89568476	3.99	0.955	 	 	 	G6III:
263.3624863099	-18.3397891797	85918	7.75	263.3625049	-18.33974577	6.05	0.511	S	 	 	F3V
53.6766490857	-16.2362157303	16687	8.92	53.67666349	-16.23614189	5.31	0.987	 	 	 	G8III
200.2447863355	-60.0875640666	65146	9.65	200.24550886	-60.08738902	14.9	0.747	 	G	 	G8/K0IV/V
211.4436555084	-54.6693624866	68842	6.2	211.44387814	-54.66930165	7.67	0.225	S	 	 	A5III/IV
124.0524249078	-35.8821512403	40506	7.29	124.05237919	-35.88223665	13.15	0.89	S	 	 	G8/K0V
87.9138602486	48.7349414174	27684	8.55	87.91382675	48.73495515	2.83	1.362	 	 	 	K0
26.1878885477	23.8512906257	8146	9.66	26.18782304	23.8513519	8.32	0.45	 	 	 	F5
244.9666244128	-14.6431076149	80004	8.2	244.96663004	-14.64310341	4.19	1.676	 	 	 	M4III
286.7914530543	20.962903644	93894	9.84	286.79179478	20.96334287	10.64	0.67	 	G	 	G5
6.7690599305	25.0420671977	2135	6.66	6.76878613	25.04210825	12.51	0.487	S	 	 	F7IV
262.9217610188	8.2690613086	85779	8.59	262.92176151	8.26907176	1.65	1.116	 	 	 	G5
272.0207476489	-28.4570930512	88839	4.55	272.02067917	-28.45701627	9.38	0.938	S	 	 	K0IIICNpvar
166.8884732206	72.1249186274	54379	8.58	166.88848787	72.12492536	1.92	0.352	S	 	 	F0
25.9454696435	0.9024570936	8080	7.92	25.94543707	0.90252092	6.91	1.06	S	 	 	G5
164.8054221631	-81.5561638467	53700	6.7	164.80788715	-81.55632816	10.72	0.534	S	 	 	F7IV
197.6845582148	-64.5256575328	64301	8.38	197.68462631	-64.52564713	2.21	-0.001	 	 	 	B8Vn
114.7247616265	-40.8057596108	37241	8.49	114.72472669	-40.80572359	2.79	0.437	 	 	 	F0/F2V
281.269186149	-23.2520613269	92001	8.47	281.26913787	-23.25176407	14.39	0.619	 	 	 	G3/G5V
123.236345386	30.4431704456	40226	8.71	123.23632926	30.44316539	3.11	0.273	 	 	 	A5
207.0256616921	-1.5785641272	67339	9.34	207.02559541	-1.57851503	5.52	0.569	 	 	 	F8
188.0774767701	-79.7838431811	61192	7.1	188.07787665	-79.78385898	7.42	0.068	S	 	 	A0V
116.2850441665	-39.8487969106	37809	7.54	116.28506981	-39.84880323	2.11	1.504	 	 	 	K3III
300.8609655767	39.0499955365	98749	8.56	300.86094057	39.05000679	2.99	1.291	 	 	 	K0
90.2818840704	23.3048581893	28513	7.37	90.28187801	23.30486254	2.28	0.575	 	 	 	B3Ib
186.6002667905	27.2682374522	60697	4.92	186.60030726	27.26826273	11.92	0.277	S	 	 	F0p
219.3017382526	-53.0607877258	71494	6.49	219.30178173	-53.06074908	4.59	1.447	S	 	 	K2/K3III
62.1144708676	31.5326485546	19317	8.56	62.11447774	31.53264119	8.7	0.333	S	 	 	A0
86.5078572965	37.2846487265	27207	7.34	86.50636958	37.28588759	48.6	0.833	S	 	 	K0V
42.0373979076	-31.4231351303	13082	7.21	42.03743203	-31.42294229	2.73	0.996	S	 	 	K0III
109.2266143261	-58.0108888422	35236	8.43	109.22656138	-58.01105237	2.98	1.264	 	 	 	K2III
314.8103171334	-10.7137364167	103581	8.51	314.81022818	-10.7136845	30.07	0.955	 	 	 	K0
142.728024731	-39.2574126918	46668	8.44	142.72805226	-39.25741748	1.28	1.002	 	 	 	K0III
104.6161944572	18.9970618906	33565	10.57	104.61570821	18.99734386	17.15	0.94	 	G	 	K3
154.4568334672	77.4657364941	50431	8.93	154.4566321	77.46586089	4.57	0.992	 	 	 	G5
224.6544174743	8.1813931504	73281	10.46	224.65443594	8.18136289	3.39	0.849	 	 	 	G0
171.3130087037	-18.6071138797	55740	7.03	171.31306115	-18.60709147	10.02	0.252	S	 	 	A9V
191.3380438072	0.1260703842	62238	10.65	191.33816237	0.12613878	7.02	0.57	 	G	 	G0
0.4533324898	-68.1048974606	140	9.04	0.45267471	-68.10481108	8.98	0.546	 	 	 	F7V
289.4166307675	22.4412085804	94822	6.82	289.41662798	22.44123257	3.49	0.07	S	 	 	B5V SB
141.8602453505	41.6000658475	46381	8.52	141.86018249	41.60006366	8.0	0.455	S	 	 	F2
30.2615203753	35.3001392542	9421	9.17	30.26153199	35.3001324	3.32	1.217	 	 	 	K0
271.2099153218	-35.9014418651	88550	5.98	271.20995733	-35.90136032	9.18	1.16	S	 	 	K2III
291.1730731185	-12.615561759	95426	7.23	291.17298846	-12.61556995	3.89	1.339	S	 	 	K1III
199.7067195204	-13.1958232951	64952	8.95	199.70689682	-13.19567525	8.22	0.846	 	 	 	K0V
46.9158581467	1.4059572433	14534	7.11	46.91584706	1.40597241	4.74	1.336	S	 	 	K0
280.7015607766	75.8803284014	91769	9.15	280.70152172	75.88036345	2.57	0.486	 	 	 	G5
101.4271545518	-66.342564259	32392	8.87	101.42717448	-66.34260395	2.13	1.569	 	 	 	M3III
101.2169718309	-59.3038552156	32323	9.53	101.21698202	-59.30387291	1.3	0.022	 	 	 	B9.5V
74.9908584465	70.0542762343	23234	8.45	74.99075948	70.05433396	7.27	0.42	 	 	 	F2III...
315.7294557885	32.3498834646	103876	6.92	315.72944756	32.34989185	1.92	1.409	S	 	 	K2
126.8194365506	-62.0876106832	41450	9.28	126.81948328	-62.08762602	4.44	1.15	 	 	 	M...
111.0237605601	-29.3031036025	35904	2.45	111.02377104	-29.30311979	1.02	-0.083	S	 	 	B5Ia
134.1820288602	-80.1383479555	43911	8.34	134.18238847	-80.13842673	5.34	0.279	 	 	 	A8V
277.79789547	-36.8092229359	90775	6.98	277.79777161	-36.80922962	11.03	0.349	S	 	 	A9IV
122.9783191376	-41.7886360344	40147	6.7	122.97826936	-41.78863059	2.93	1.463	S	 	 	K3/K4III
60.7434452848	-44.3921686825	18888	8.12	60.74365233	-44.39196595	15.0	0.648	S	 	 	G3V
190.3885264798	-50.1829133376	61934	8.23	190.38854413	-50.18277098	6.18	0.515	 	 	 	F5V
251.4040161211	58.6553952061	82049	8.01	251.40397776	58.65539472	2.73	1.386	 	 	 	K2
268.4712513111	49.8033672955	87614	10.94	268.47143825	49.80295957	5.71	1.052	 	G	 	
277.1483620141	46.4232711625	90551	7.21	277.14834925	46.42326635	5.2	0.293	S	 	 	F0
137.4322676792	1.3155871796	44977	10.42	137.43228691	1.31558594	3.9	0.1	 	G	 	A2
153.7936738693	11.8787395244	50225	9.41	153.79355917	11.87888633	16.9	0.569	S	 	 	G0
109.4558821498	-23.1910344754	35329	8.69	109.45589233	-23.19103834	1.68	-0.171	 	 	 	B6III
193.7851314829	-48.0915890479	63050	7.49	193.78529465	-48.09159318	2.33	1.518	S	 	 	K4III
114.6556848742	-56.2293366228	37209	6.79	114.65570114	-56.22936472	2.46	1.586	S	 	 	K4III
287.6164368902	68.5826482253	94185	10.47	287.6164518	68.58266976	1.81	1.075	 	G	G	K
39.3260998015	55.9601605955	12216	8.46	39.32600458	55.96019404	3.25	0.373	 	 	 	B8III
12.0555648933	-5.135480384	3757	12.05	12.05511704	-5.13517778	38.91	1.506	 	G	 	
163.2719605584	-54.412796584	53219	8.3	163.27200174	-54.4128074	1.66	1.052	 	 	 	G8/K0III
65.319218039	-87.8129443053	20325	7.5	65.3152272	-87.81311163	17.08	0.473	S	 	 	F5V
177.421101523	-63.7884782683	57669	4.3	177.42120019	-63.78848906	7.1	-0.149	S	 	 	B3V
147.3177584967	46.6218026111	48183	9.06	147.31782885	46.6218205	3.0	0.137	S	 	 	A2
294.4655485192	43.6254398236	96561	8.98	294.46536935	43.62596023	22.85	0.845	 	 	 	K0
253.338250648	15.4080990199	82615	7.59	253.33823421	15.40808869	3.67	0.034	S	 	 	A0
230.7494701601	-18.8447652769	75291	8.56	230.74969999	-18.8446656	5.14	0.896	 	 	 	G8IV
123.7528782609	-30.8571174772	40413	7.72	123.75289372	-30.85712788	0.67	0.117	S	 	 	A3III
313.5045894303	-24.280572446	103158	7.28	313.50452069	-24.28049863	3.6	0.949	S	 	 	G8III
173.2586305553	34.0514571875	56346	7.22	173.25866523	34.05149175	2.66	1.32	S	 	 	K2
188.7823320898	18.3770578119	61418	5.03	188.78234382	18.37700118	5.31	1.152	S	 	 	K2III
18.8405643903	-21.7294213851	5871	8.01	18.84067805	-21.72934684	1.03	1.073	S	 	 	K0III
208.2794247889	-23.5132426879	67777	8.76	208.27922554	-23.51320657	7.23	0.611	 	 	 	G1V
124.6116900319	34.4710644571	40697	8.94	124.61173057	34.47108728	2.85	1.259	 	 	 	K0
9.1825696945	68.7041586811	2897	8.42	9.18268835	68.70417482	4.48	0.302	 	 	 	F0
140.1236261968	-37.5816879432	45814	6.04	140.12367944	-37.58163503	6.35	1.396	S	 	 	K3/K4III
162.3820509805	-6.7696122204	52933	9.12	162.38254048	-6.76972862	19.18	0.892	 	 	 	K0
298.0566392445	29.407684101	97785	9.65	298.05664555	29.40769341	0.42	0.87	 	D	 	F0Iab:
315.2637514956	-29.7286542491	103720	7.09	315.26368155	-29.72856077	7.56	0.153	S	 	 	A2III/IV
151.9282411555	16.274604356	49627	8.62	151.92816717	16.27478429	8.48	0.611	S	 	 	F8
139.7813254437	-2.4580026717	45710	7.73	139.7813949	-2.45796738	6.95	0.236	S	 	 	A3
167.5208955083	-25.6075531608	54576	7.25	167.52092548	-25.60750489	5.28	1.103	S	 	 	K0III
138.1305770328	-35.6842592472	45190	8.04	138.1306057	-35.6842084	3.06	1.061	 	 	 	K0III
216.7087980349	-39.6471186697	70627	9.48	216.7086766	-39.64709451	12.0	0.653	 	 	 	G3V
272.7762898845	50.7923365425	89102	8.95	272.77652666	50.79252214	3.02	0.02	 	 	 	A0
239.9218194064	-10.7990245165	78332	9.76	239.92192818	-10.79904977	12.65	0.562	 	 	 	F8
152.4857638689	-29.2856995175	49803	9.03	152.48577875	-29.28568158	3.2	1.271	 	 	 	K2III
259.1296542512	18.0196740082	84498	7.11	259.12966105	18.01970597	2.72	-0.04	S	 	 	B9
13.456059075	7.2711203131	4219	8.54	13.45601203	7.27142632	7.63	0.887	S	 	 	G5
43.7221948938	-34.5444682939	13577	9.44	43.72227073	-34.54443203	5.21	0.503	 	 	 	F7V
10.5134207018	-16.5376691969	3298	11.14	10.51276453	-16.537908	7.77	0.882	 	G	 	
187.7310872532	76.6869775296	61065	7.43	187.73151305	76.68693378	3.51	1.188	S	 	 	K0
265.5706488688	-42.8100528215	86651	8.63	265.57070665	-42.8099967	3.26	1.192	 	 	 	K1III
21.3543112746	38.7780258335	6658	8.97	21.35425927	38.77808983	8.44	0.486	 	 	 	F8
